A,43,20180119003219
A,0,20180119174741
A,0,20180119182608
A,0,20180120230921
A,30,20180121003015
A,87,20180121003124
A,21,20180121020859
A,0,20180524164955
A,117,20180602141624
A,73,20180602141908
A,73,20180602142124
A,53,20180602142347
A,47,20180602142552
A,26,20180602142951
A,56,20180602143433
A,27,20180602143803
A,21,20180602144010
A,65,20180602144205
A,56,20180602144348
A,59,20180602151100
A,47,20180602151242
A,79,20180602151400
A,53,20180602153349
A,50,20180602153844
A,41,20180602153958
A,44,20180602154109
A,143,20180602154228
A,81,20180602160107
A,56,20180602160239
A,86,20180602160615
A,180,20180602161106
A,42,20180602162049
A,81,20180602163038
A,87,20180602163318
A,69,20180602165450
A,20,20180602165556
A,66,20180602170345
A,154,20180602170452
A,39,20180602170641
A,59,20180602174705
A,174,20180602174821
A,88,20180602181919
A,62,20180602182021
A,50,20180602183728
A,73,20180602183900
A,21,20180602184114
A,63,20180602184350
A,45,20180602184501
A,72,20180602184606
A,68,20180602184707
A,30,20180602184820
A,58,20180602185239
A,54,20180602185432
A,40,20180602185641
A,46,20180602185750
A,49,20180602185858
A,57,20180602190242
A,17,20180602191002
A,61,20180602191105
A,59,20180602191205
A,86,20180602191320
A,118,20180602191424
A,33,20180602191539
A,79,20180602191705
A,25,20180602191909
A,50,20180602192046
A,21,20180602192239
A,15,20180602192408
A,15,20180602192525
A,73,20180602192645
A,59,20180602192821
A,52,20180602194009
A,69,20180602194117
A,30,20180602194537
A,61,20180602194659
A,53,20180602194759
A,70,20180602194859
A,43,20180602195002
A,118,20180715105656
A,60,20180715120608
A,7,20180715120708
A,0,20180715120813
A,71,20180715120918
A,49,20180715121022
A,117,20180715121123
A,47,20180715140110
A,54,20180715140204
A,37,20180715141516
A,24,20180715160709
A,69,20180716065835
A,0,20180924143752
A,0,20180924144205
A,0,20180924144743
A,0,20180924145042
A,0,20180924145657
A,0,20180924150106
A,0,20180924150305
A,0,20180924150538
A,0,20180924151622
A,94,20180925130024
