smd,0,20180119000035
smd,0,20180119000815
smd,0,20180119000907
smd,0,20180119001223
smd,0,20180119001427
smd,101,20180119001518
smd,102,20180119001629
smd,79,20180119001720
smd,90,20180119001811
smd,106,20180119001902
smd,106,20180119001940
smd,41,20180119002338
smd,77,20180119002543
smd,77,20180119002630
smd,81,20180119002759
smd,92,20180119002942
smd,86,20180119003412
smd,0,20180120231038
smd,0,20180120231302
smd,0,20180120234101
smd,0,20180120234951
smd,0,20180120235912
smd,0,20180121000146
smd,0,20180121003126
smd,0,20180121003252
smd,0,20180121004316
smd,0,20180121005026
smd,0,20180121005616
smd,0,20180121010118
smd,0,20180121010536
smd,0,20180121010712
smd,0,20180121011240
smd,0,20180121011424
smd,0,20180121011624
smd,0,20180121011855
smd,0,20180121012408
smd,0,20180121012526
smd,0,20180121012653
smd,0,20180121013200
smd,76,20180121013306
smd,47,20180121013408
smd,170,20180121013512
smd,165,20180121013606
smd,63,20180121013707
smd,57,20180121014050
smd,0,20180121181021
smd,0,20180121181200
smd,0,20180121181258
smd,100,20180121232918
smd,183,20180121233059
smd,94,20180121233416
smd,24,20180121233515
smd,167,20180121233612
smd,44,20180121234025
smd,92,20180121234600
smd,105,20180121234844
